source_image,x,y,label,annotator,notes
D16_03_1_7_Bright Field_001_LHi (133).jpg,1162,1375,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1725,112,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1304,1112,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1074,1311,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,906,1863,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1018,1296,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,460,267,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1003,1217,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,422,687,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,757,924,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,753,198,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1712,1136,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,214,69,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,223,695,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,716,792,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,621,1345,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1707,1605,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,884,1342,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,895,1060,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,428,940,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,1313,1304,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,659,891,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (133).jpg,249,965,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,771,1640,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1675,1671,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,337,1758,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1067,579,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (137).jpg,1546,835,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1357,196,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,438,1306,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,203,1109,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1485,1301,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1206,157,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1476,55,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,421,1493,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,129,827,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1006,1473,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1953,1170,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,375,310,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (137).jpg,753,1763,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,822,1896,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,868,1189,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (137).jpg,1477,716,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,951,618,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (137).jpg,314,821,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,834,199,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,269,1783,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,221,773,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1372,746,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1272,575,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,535,1338,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1721,684,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,865,386,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,191,828,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1221,988,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1442,1810,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1645,35,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1805,1711,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,102,1805,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,633,1771,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1918,1645,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,316,223,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,524,108,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1066,1288,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1811,1959,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,204,955,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,391,1172,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,839,1719,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,406,1882,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,929,1711,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,46,1159,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1362,1200,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1323,124,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1339,459,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1092,1621,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,387,494,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,933,1245,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,616,1414,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1567,1818,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,282,1701,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,478,382,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (137).jpg,1237,1626,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,285,425,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,285,774,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1470,865,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1733,1805,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,281,880,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1534,1878,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,387,691,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,259,992,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1953,1234,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1946,1739,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1038,1195,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1297,1261,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1705,763,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1939,961,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1526,242,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (137).jpg,1786,521,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,110,1238,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1496,1817,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1915,32,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1451,1000,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,143,1421,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,698,1779,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,536,354,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1126,1293,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1770,1121,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1435,1617,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1571,1925,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1024,1778,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,92,630,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1958,718,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1669,1185,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1309,1424,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1376,1826,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1651,323,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1566,1598,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1389,40,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1040,264,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,378,1431,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1665,1306,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1354,1721,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1600,563,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1965,794,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,363,965,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,205,1010,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,966,1194,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,73,1207,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,685,1221,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1435,1218,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,914,1421,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,786,933,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1867,938,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,550,181,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1406,861,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1093,1937,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1857,1074,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,439,1238,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,774,1243,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,250,280,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1724,306,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,939,716,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,135,1656,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,119,232,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,332,468,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1278,482,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1576,1135,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,921,184,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,496,503,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1342,799,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,144,896,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,779,1143,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (137).jpg,118,1609,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,703,1854,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1856,491,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,237,895,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1245,1291,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,275,1317,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1399,1680,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,566,1754,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1245,378,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,141,992,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1812,1136,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1363,1526,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1358,1404,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,370,1076,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1895,1176,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1266,721,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1412,1745,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1331,52,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,739,145,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1139,285,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (137).jpg,176,491,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1828,657,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,178,694,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1418,785,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1296,1356,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1449,1512,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,976,1741,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,433,268,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,905,866,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1859,1312,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,344,1903,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,602,294,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1109,1208,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1486,1863,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,47,139,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,43,205,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1693,519,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1913,871,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,477,988,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,156,1044,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1113,1232,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1828,1646,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1840,1807,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,365,909,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1895,1237,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1093,1572,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,776,430,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (137).jpg,782,1827,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,371,77,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1447,1059,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,184,1502,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,277,1548,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1367,1643,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1744,1909,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,145,764,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1698,1019,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,582,1200,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1463,1753,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1895,1757,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,965,1006,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1752,1677,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1222,1118,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1663,1363,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1539,82,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1597,976,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,75,351,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,818,481,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1449,777,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1188,287,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1291,948,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,596,1126,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,831,1134,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1571,1418,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1690,1549,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,287,1635,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1138,390,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1097,887,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1593,177,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1138,565,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,225,568,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1057,1054,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1733,1420,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,501,1743,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,971,40,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,649,167,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,1399,1110,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,862,695,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,37,817,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (137).jpg,948,1119,non_sickle,UG,
D16_03_1_10_Bright Field_001.jpg,320,622,non_sickle,UG,exogenous polymer
D16_03_1_10_Bright Field_001.jpg,1187,800,non_sickle,UG,exogenous polymer
D16_03_1_10_Bright Field_001.jpg,485,1764,non_sickle,UG,exogenous polymer
D16_03_1_10_Bright Field_001.jpg,1192,1890,non_sickle,UG,
D16_03_1_10_Bright Field_001.jpg,695,1043,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,151,242,non_sickle,UG,exogenous polymer
D16_03_1_10_Bright Field_001.jpg,424,139,non_sickle,UG,exogenous polymer
D16_03_1_10_Bright Field_001.jpg,665,671,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,800,503,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,471,133,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,502,1185,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,1002,245,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,1555,1054,non_sickle,UG,exogenous polymer
D16_03_1_10_Bright Field_001.jpg,1837,545,non_sickle,UG,
D16_03_1_10_Bright Field_001.jpg,220,572,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,840,167,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,1562,1152,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,769,205,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,1061,1146,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,529,315,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,779,364,sickle,UG,
D16_03_1_10_Bright Field_001.jpg,1210,1218,non_sickle,UG,exogenous polymer
D16_03_1_10_Bright Field_001.jpg,219,236,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,756,1726,non_sickle,UG,
D16_03_1_11_Bright Field_001.jpg,767,475,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,267,506,non_sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1920,1811,non_sickle,UG,exogenous polymer
D16_03_1_11_Bright Field_001.jpg,1679,306,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,913,573,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1518,641,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1179,671,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1808,1469,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,165,1545,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1328,1643,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,582,448,non_sickle,UG,exogenous polymer
D16_03_1_11_Bright Field_001.jpg,128,1120,non_sickle,UG,exogenous polymer
D16_03_1_11_Bright Field_001.jpg,1226,480,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,497,39,non_sickle,UG,
D16_03_1_11_Bright Field_001.jpg,808,1069,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1950,1059,non_sickle,UG,exogenous polymer
D16_03_1_11_Bright Field_001.jpg,420,368,non_sickle,UG,
D16_03_1_11_Bright Field_001.jpg,913,786,non_sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1625,883,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,706,981,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,462,1485,non_sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1570,1858,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1472,1868,non_sickle,UG,exogenous polymer
D16_03_1_11_Bright Field_001.jpg,201,361,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1867,1744,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1521,1858,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,244,1102,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,985,219,sickle,UG,
D16_03_1_11_Bright Field_001.jpg,1816,1772,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,268,1860,non_sickle,UG,exogenous polymer
D16_03_1_12_Bright Field_001.jpg,179,1858,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,247,103,non_sickle,UG,
D16_03_1_12_Bright Field_001.jpg,1422,1853,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,1632,667,non_sickle,UG,
D16_03_1_12_Bright Field_001.jpg,1386,858,non_sickle,UG,
D16_03_1_12_Bright Field_001.jpg,1619,1386,non_sickle,UG,
D16_03_1_12_Bright Field_001.jpg,1421,1285,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,772,1936,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,361,1822,non_sickle,UG,exogenous polymer
D16_03_1_12_Bright Field_001.jpg,434,1142,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,194,248,non_sickle,UG,
D16_03_1_12_Bright Field_001.jpg,286,1765,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,196,1729,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,1256,1093,sickle,UG,
D16_03_1_12_Bright Field_001.jpg,1241,1041,sickle,UG,
D16_03_1_13_Bright Field_001.jpg,205,474,non_sickle,UG,
D16_03_1_13_Bright Field_001.jpg,635,1158,sickle,UG,minor sickle
D16_03_1_14_Bright Field_001.jpg,971,1259,sickle,UG,
D16_03_1_14_Bright Field_001.jpg,508,234,sickle,UG,
D16_03_1_14_Bright Field_001.jpg,1599,1798,sickle,UG,
D16_03_1_14_Bright Field_001.jpg,1340,891,sickle,UG,
D16_03_1_14_Bright Field_001.jpg,1919,337,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1796,298,non_sickle,UG,exogenous polymer
D16_03_1_15_Bright Field_001.jpg,1707,301,sickle,UG,minor sickle
D16_03_1_15_Bright Field_001.jpg,834,1788,non_sickle,UG,
D16_03_1_15_Bright Field_001.jpg,712,1161,non_sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1823,201,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1698,1679,non_sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1850,1063,non_sickle,UG,exogenous polymer
D16_03_1_15_Bright Field_001.jpg,1394,544,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1312,235,non_sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1556,238,non_sickle,UG,exogenous polymer
D16_03_1_15_Bright Field_001.jpg,1677,603,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1233,219,non_sickle,UG,
D16_03_1_15_Bright Field_001.jpg,39,1808,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1887,257,non_sickle,UG,exogenous polymer
D16_03_1_15_Bright Field_001.jpg,1477,1410,non_sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1422,25,non_sickle,UG,
D16_03_1_15_Bright Field_001.jpg,731,832,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1924,1050,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,361,350,sickle,UG,
D16_03_1_15_Bright Field_001.jpg,1543,301,sickle,UG,
D16_03_1_16_Bright Field_001.jpg,163,313,sickle,UG,
D16_03_1_16_Bright Field_001.jpg,285,213,sickle,UG,
D16_03_1_16_Bright Field_001.jpg,1755,357,non_sickle,UG,
D16_03_1_16_Bright Field_001.jpg,60,1225,non_sickle,UG,
D16_03_1_16_Bright Field_001.jpg,157,1694,non_sickle,UG,
D16_03_1_16_Bright Field_001.jpg,1422,310,sickle,UG,
D16_03_1_16_Bright Field_001.jpg,962,1354,sickle,UG,
D16_03_1_16_Bright Field_001.jpg,138,611,sickle,UG,
D16_03_1_16_Bright Field_001.jpg,1798,534,non_sickle,UG,
D16_03_1_16_Bright Field_001.jpg,991,1280,sickle,UG,
